respnum,intdate,gendr,q1,q2a,q2b,q3a,q3b,q3c,q3d,q3e,q3f,q3g,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q5e,q5f,q6,q6a,q8a,q8b,q91,q92,q93,q94,q98,q99,q910,q911,q911a,q912,q10,q11a,q11b,q12,q131,q132,q133,q134,q138,q139,q1310,q13a0,q1311,q1312,q13a2,q14,q15,q16a,q16b,q16c,q17,q181,q182,q183,q184,q189,q1810,q1811,q1814,q1815,q19,q201,q202,q203,q204,q209,q2010,q2011,q2014,q2015,q2016,q21,q221,q222,q223,q224,q229,q2210,q2211,q2214,q2215,q2216,q23,q23aa,q23ab,q23a,q23b,q23c,q23d,q23ea,q23eb,q23ec,q23ed,q23ee,q23ef,q23e,q23e1,q23f,q23f1,q23fg,q23h,q24,q25b,q26,q28,q28y,q28m,q30a,q31,q32,q33,q34,q35,q37,wt,filter_$
50100572,20050125,1,15,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,25, , ,9,8,10,8,6,9,9,10,7,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,8,6, , , , , , ,1,6,1,8,1,4,1,2,3, , ,8,4,3, ,2,1,5,6,1.939131,0
50100573,20050125,2,15,4, ,0,4,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1,0,7,1, , , , , , , , , , , , ,5,9,11,7, ,7,7,6,8,8,4,2,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,8, ,7,6, , , , , , ,2, ,2, ,2,1,2,1,2, , ,11,2,3, ,3,1,5,3,1.048396,1
50100576,20050125,2,14,0,2,0,.465116279069767,0,0,0,0,0,0,0,.232558139534884,.232558139534884,0,0,0,0,0,.465116279069767,0,8,8, , , , , , , , , , , , ,3,19,4,8, ,8,8,8,9,9,9, ,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,7,7, , , , , , ,2, ,2, ,1,95,3,1,3,3, , ,4,4, ,2,1,3,5,1.31922,1
50100583,20050125,2,8,0,2,0,.465116279069767,0,0,0,0,0,0,.465116279069767,0,0,0,0,0,0,.465116279069767,0,0,7,8, , , , , , , , , , , , ,2,3,17,8, ,5,5,8,8,6,4,2,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,8,97, , , , , , ,2, ,2, ,1,1,3,1,3, ,6, ,4,4, ,2,2,3,6,1.31922,0
50100584,20050125,2,14,10, ,0,10,0,0,0,0,0,5,4,1,0,0,10,0,0,0,0,0,7,4, , , , , , , , , , , , ,3,3,17,7, ,7,7,3,7,8,9, ,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,6,6, , , , , , ,2, ,1,5,1,2,3,1,3, ,20, ,4,3, ,3,1,3,98,.8725,1
50100592,20050125,1,10,0,5,1.16279069767442,0,0,0,0,0,0,0,0,.930232558139535,.232558139534884,0,0,0,.697674418604651,0,.465116279069767,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,701, , ,9,8,10,10,5,9,8,10,10,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,9,7, , , , , , ,2, ,2, ,1,1,2,1,3, , ,2,5,5, ,1,3,1,97,.6631,0
50100598,20050125,2,2,12, ,0,12,0,0,0,0,0,0,4,4,0,4,12,0,0,0,0,0,10,8, , , , , , , , , , , , ,3,30,25,10, ,10,10,10,10,10,4,2,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,5,6, , , , , , ,1,8,2, ,1,6,2,1,3, ,1,6,5,5, ,6,2,2,3,.498571,0
50100601,20050125,2,9,14, ,9,0,0,0,5,0,0,5,5,0,0,4,10,0,2,2,0,0,10,8,2,5, ,10,7,5,10,10,10,10, , , , , , , , , , , , , , , , , ,2,2,98,230, ,10,10,10,10,4,8,10,10,10,10,10,10,10,5,4,8,9,10,10,3,97, , , , , , , , , , , , ,1,10,6, ,4,7, , , , , , ,2, ,2, ,1,3,2,1,3, ,22, ,5,5, ,6,1,5,5,.85505,0
50100605,20050125,2,9,0,2,.465116279069767,0,0,0,0,0,0,0,.465116279069767,0,0,0,0,0,0,.465116279069767,0,0,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,229, , ,9,10,10,10,7,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,10, , , , , , ,2, ,2, ,1,1,1,2,3, ,35, ,5,4, ,5,1,4,2,.85505,1
50100614,20050125,2,12,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,4,8, , , , , , , , , , , , ,3,11,14,10, ,9,9,8,10,5,6, ,10,10, ,3,1,410, , ,6,8,9,9,7,10,6,9,9,10, , , , , , , , , , , , , , , , , , , , , , , ,1,9,8, ,5,6, , , , , , ,2, ,2, ,1,2,2,2,3, ,4,6,3,4, ,3,1,3,8,.187358,0
50100615,20050125,2,12,0,4,.930232558139535,0,0,0,0,0,0,.930232558139535,0,0,0,0,0,.930232558139535,0,0,0,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,480, , ,10,10,10,10,9,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,10,8, , , , , , ,2, ,1,10,2,1,2,1,2, ,2, ,5,5, ,1,2,5,4,.396987,1
50100556,20050126,2,17,0,6,1.3953488372093,0,0,0,0,0,0,.465116279069767,0,.465116279069767,0,.465116279069767,0,0,.930232558139535,0,0,.465116279069767,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,257, , ,9,9,10,9,9,10,10,7,9,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,8,8, , , , , , ,2, ,1,9,1,1,1,1,3, ,6, ,5,4, ,1,2,1,97,.7329,1
50100559,20050126,2,15,6, ,0,0,0,6,0,0,0,0,1,0,1,4,0,0,0,0,2,4,8,8, , , , , , , , , , , , ,4,2,16,8, ,6,6,6,7,8,5,2,97,8, ,4,1,19, , ,8,8,8,7,9,6,8,7,7,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,6,7, , , , , , ,1,7,2, ,1,1,2,2,3, ,10, ,5,5, ,5,1,5,2,1.490728,0
50100561,20050126,2,15,16, ,6,0,0,0,10,0,0,0,8,3,5,0,6,10,0,0,0,0,3,4,2,5, ,10,1,8,8,2,5,6, , , , , , , , , , , , , , , , , ,3,1,22, , ,3,8,8,8,1,2,5,4,5,3, , , , , , , , , , , , , , , , , , , , , , , ,1,3,7, ,8,4, , , , , , ,2, ,2, ,1,1,1,2,2, , ,6,4,4, ,2,2,5,4,1.309106,0
50100569,20050126,2,14,0,4,0,.930232558139535,0,0,0,0,0,0,0,0,.930232558139535,0,0,0,0,0,.930232558139535,0,8,7, , , , , , , , , , , , ,4,3,19,9, ,8,6,9,10,8,9, ,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,4,5, , , , , , ,2, ,1,8,3,1,3,1,3,3, , ,4,4, ,2,2,3,5,1.31922,1
50100571,20050126,2,15,4, ,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,99,41, ,7,8,9,9,6,8,8,9,9,6,7,8,8,8,8,7,8,6,7,6,98, , , , , , , , , , , , ,1,3,4, ,4,7, , , , , , ,2, ,2, ,1,1,1,2,3, ,8, ,4,4, ,1,3,2,98,1.309106,0
50100575,20050126,2,15,12, ,8,0,0,4,0,0,0,0,0,8,4,0,0,0,12,0,0,0,6,3, , , , , , , , , , , , ,4,6,4,9, ,7,7,8,9,8,6, ,8,8, ,4,1,9, , ,8,8,7,4,8,7,8,8,8,6, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,5,6, , , , , , ,1,2,1,8,3,1,1,2,1, , ,8,4,3, ,2,1,2,3,1.309106,1
50100577,20050126,1,15,10, ,10,0,0,0,0,0,0,5,0,5,0,0,9,0,1,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,22, , ,8,8,10,10,1,9,7,10,10,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,8,5, , , , , , ,2, ,1,6,1,2,1,2,3, ,1, ,5,5, ,2,1,5,9,1.939131,0
50100582,20050126,1,15,10, ,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,16, , ,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, ,1,1, , , , , , ,1,2,1,2,3,1,1,1,2, ,5, ,1,1, ,2,1,4,6,1.939131,1
50100591,20050126,1,14,20, ,0,0,0,20,0,0,0,10,0,10,0,0,10,10,0,0,0,0,9,7, , , , , , , , , , , , ,1,18,2,8, ,7,8,10,9,9,98, ,9,9, ,1,1,22, , ,8,9,9,9,8,9,9,98,9,9, , , , , , , , , , , , , , , , , , , , , , , ,1,9,9, ,9,10, , , , , , ,2, ,1,10,1,8,3,2,3, ,4, ,5,4, ,1,3,3,97,1.722791,1
50100593,20050126,2,8,4, ,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,8,6, , , , , , , , , , , , ,3,2,17,8, ,8,8,4,9,9,5,2,97,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,7,97, , , , , , ,2, ,2, ,1,4,3,1,3, ,7, ,5,4, ,3,2,2,9,.8725,0
50100595,20050126,2,1,1, ,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,110, , ,8,10,10,9,10,10,9,8,9,6, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,5,97, , , , , , ,2, ,2, ,3,4,1,1,1, ,1, ,5,4, ,5,2,4,5,1.369154,1
50100597,20050126,2,2,2, ,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,7,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,97, , ,7,8,8,7,7,8,5,9,7,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,8,4, , , , , , ,2, ,2, ,1,95,2,2,3, ,26, ,5,5, ,6,6,2,98,.498571,1
50100599,20050126,2,1,13, ,0,2,0,9,0,0,2,5,0,5,0,3,0,10,1,0,2,0,8,7,5,7, ,8,6,8,6,7,9,8, , ,5,28,1,7, ,8,8,7,7,8,7, ,6,8, ,3,2,26,136, ,6,8,8,8,7,5,6,5,6,4, , , , , , , , , , , , , , , , , , , , , , , ,1,4,7, ,8,6, , , , , , ,2, ,1,6,1,8,2,2,1, ,4, ,4,3, ,2,3,5,2,.943426,1
50100600,20050126,2,1,8, ,8,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,25, , ,8,10,10,10,6,7,8,10,9,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,9,9, , , , , , ,1,7,1,10,1,8,2,1,1, ,5, ,4,4, ,1,3,2,7,.943426,1
50100602,20050126,2,2,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,151, , ,8,9,9,9,10,10,10,10,10,8, , , , , , , , , , , , , , , , , , , , , , , ,1,9,10, ,10,98, , , , , , ,2, ,2, ,1,1,1,2,3, ,50, ,5,5, ,6,6,4,98,.498571,0
50100609,20050126,1,9,0,2,.232558139534884,0,0,0,.232558139534884,0,0,0,.465116279069767,0,0,0,0,0,.465116279069767,0,0,0,7,4,2,6,5,5,8,4,6,6,7,10, , , , , , , , , , , , , , , , , ,2,1,246, , ,8,8,8,10,10,9,8,10,4,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,4, ,8,8, , , , , , ,1,6,1,10,1,1,2,1,2,3, , ,1,5, ,1,3,1,9,.492478,1
50100612,20050126,2,12,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,98,410, ,8,7,8,9,9,8,9,10,9,8,8,9,9,8,6,7,7,7,7,3,2, , , , , , , , , , , , ,1,6,5, ,7,4, , , , , , ,1,6,1,5,1,2,1,2,3, ,1,6,4,5, ,4,2,3,2,.187358,1
50100613,20050126,2,12,30, ,30,0,0,0,0,0,0,8,1,10,9,2,0,14,0,3,3,10,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,98,49, ,9,8,10,9,10,10,10,8,10,10,9,8,9,10,9,9,10,10,10,9,1, , , , , , , , , , , , ,1,9,8, ,8,9, , , , , , ,1,10,1,9,1,2,2,1,1, , ,7,3,4, ,1,3,1,2,.396987,0
50100619,20050127,1,15,2, ,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,98, , , , , , , , , , , , ,2,1,2,6, ,5,4,5,6,6,4,2,97,5,98,2,1,22, , ,7,7,7,5,7,5,7,8,6,4, , , , , , , , , , , , , , , , , , , , , , , ,2, ,3, ,4,4, , , , , , ,2, ,2, ,3,95,1,2,3,98, , ,4,4, ,3,2,98,98,1.576317,0
50100621,20050127,1,17,12, ,12,0,0,0,0,0,0,1,3,4,1,3,0,2,3,1,6,0,6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,252, , ,8,7,10,10,5,9,8,9,7,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,6,5, , , , , , ,2, ,1,5,1,1,1,1,1, ,1, ,4,4, ,1,3,1,9,.162867,0
50100627,20050127,1,15,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,17, , ,7,10,10,8,5,7,8,10,9,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,8,7, , , , , , ,2, ,1,6,1,4,1,2,3, ,12, ,5,4, ,2,1,5,3,1.939131,1
50100629,20050127,2,14,0,14,2.32558139534884,.465116279069767,0,.465116279069767,0,0,0,0,.930232558139535,0,0,2.32558139534884,0,0,.465116279069767,.465116279069767,2.32558139534884,0,3,6, , , , , , , , , , , , ,2,20,5,5,1,2,5,1,5,3,1,1,4,5,8,5,2,9,3, ,5,9,7,1,1,3,1,9,7,3,4,9,6,1,2,1,5,9,6,1,1, , , , , , , , , , , , ,1,2,5, ,4,1, , , , , , ,2, ,2, ,3,1,3,2,2, ,7, ,4,3, ,2,3,4,7,1.31922,0
50100632,20050127,2,15,5, ,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,19, , ,10,10,10,10,2,10,5,9,10,7, , , , , , , , , , , , , , , , , , , , , , , ,1,8,4, ,10,4, , , , , , ,2, ,2, ,1,1,1,1,3, ,5, ,5,5, ,4,1,3,5,1.048396,1
50100637,20050127,1,14,0,10,0,0,0,2.32558139534884,0,0,0,0,0,2.32558139534884,0,0,0,0,2.32558139534884,0,0,0,8,4, , , , , , , , , , , , ,3,20,11,6, ,6,4,8,7,9,5,2,7,7, ,3,1,321, , ,7,10,10,7,10,4,8,10,8,4, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,7,7, , , , , , ,2, ,2, ,1,1,2,1,2, ,2, ,2,4, ,1,1,2,8,1.722791,1
50100639,20050127,2,15,12, ,10,0,0,2,0,0,0,5,0,5,0,2,10,0,0,2,0,0,7,7, , , , , , , , , , , , ,5,8,11,9, ,8,8,7,7,9,4,2,97,8, ,1,1,25, , ,9,7,9,8,9,9,8,9,8,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,4, ,7,6, , , , , , ,2, ,1,5,1,2,1,1,3, ,25, ,4,3, ,3,1,3,4,1.048396,0
50100644,20050127,2,15,20, ,10,6,0,2,0,0,2,3,4,2,3,8,0,10,6,0,0,4,8,10,5,9,8,9,8,6,7,10,7,10, , ,5,1,6,8, ,7,6,10,10,7,6, ,9,9, ,3,1,99, , ,8,8,9,9,9,9,7,10,9,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,5, , , , , , ,2, ,1,9,3,8,1,2,3, ,2,6,2,5, ,2,3,5,6,1.309106,1
50100663,20050127,2,14,8, ,0,0,0,8,0,0,0,4,2,2,0,0,0,8,0,0,0,0,6,10, , , , , , , , , , , , ,3,21,17,8, ,8,5,4,8,1,97, ,9,8, ,3,1,99, , ,10,97,10,10,8,6,9,10,10,4, , , , , , , , , , , , , , , , , , , , , , , ,1,7,6, ,8,6, , , , , , ,2, ,1,9,1,8,3,1,3, ,4,6,5,3, ,1,3,4,98,1.31922,0
50100664,20050127,1,11,3, ,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,148, , ,8,7,10,10,9,8,10,10,9,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,10,7, , , , , , ,1,7,2, ,1,95,1,1,3, ,3, ,5,5, ,6,6,1,2,2.9316,1
50100665,20050127,2,1,0,4,.930232558139535,0,0,0,0,0,0,0,.465116279069767,.465116279069767,0,0,0,.930232558139535,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,144, , ,8,8,9,9,7,8,9,7,8,6, , , , , , , , , , , , , , , , , , , , , , , ,1,8,9, ,8,7, , , , , , ,2, ,2, ,1,8,1,1,3, ,1, ,4,4, ,1,3,2,2,.943426,0
50100667,20050127,1,2,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,20, , ,8,8,8,10,4,97,6,8,9,8, , , , , , , , , , , , , , , , , , , , , , , ,1,3,9, ,4,8, , , , , , ,2, ,1,7,1,4,3,2,1, ,3, ,1,5, ,4,1,5,7,.95626,1
50100670,20050127,2,1,3, ,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,135, , ,8,10,10,10,10,10,10,10,10,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,8,8, , , , , , ,2, ,2, ,1,4,1,1,3, ,18, ,4,4, ,5,2,2,2,1.369154,0
50100675,20050127,2,9,13, ,0,0,2,0,2,4,5,2,2,2,0,7,8,0,0,2,1,2,8,5,1,9, ,9,9,9,7,10,7,8, , ,2,1,3,8, ,7,6,8,8,10,5,2,9,9, ,1,1,228, , ,7,8,9,9,9,8,8,8,8,6, , , , , , , , , , , , , , , , , , , , , , , ,1,8,6, ,8,7, , , , , , ,2, ,2, ,1,2,2,2,3, ,1,6,3,4, ,1,1,3,97,.459517,1
50100676,20050127,2,9,16, ,0,0,1,4,0,7,4,0,4,4,7,1,8,0,3,4,1,0,8,8,4,7,10,8,7,97,10,10,9,10, , ,2,1,2,10, ,5,8,7,10,8,6, ,8,8, ,3,1,15, , ,8,6,8,8,7,7,8,9,7,7, , , , , , , , , , , , , , , , , , , , , , , ,1,10,8, ,10,8, , , , , , ,1,9,2, ,3,4,2,2,1, ,3, ,5,5, ,2,2,3,97,.459517,1
50100685,20050127,1,12,4, ,4,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,480, , ,8,10,10,10,8,8,10,10,10,2, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,6,10, , , , , , ,2, ,1,10,1,8,3,1,3, ,5, ,4,2, ,1,3,2,1,1.286314,1
50100686,20050127,2,12,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,492,410, ,2,6,8,8,1,6,6,8,6,6,6,6,6,6,5,6,5,4,5,5,2, , , , , , , , , , , , ,1,5,8, ,5,5, , , , , , ,2, ,1,6,3,3,2,1,3, ,5, ,4,4, ,3,1,3,6,.187358,0
50100688,20050127,2,12,10, ,10,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,480,401, ,10,9,10,10,10,10,10,8,7,10,7,9,8,9,8,9,9,10,10,9,2, , , , , , , , , , , , ,1,8,8, ,8,6, , , , , , ,2, ,2, ,1,8,97,2,1, , ,6,5,5, ,1,3,4,97,.396987,1
50100618,20050128,1,1,10, ,0,10,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,6,7, , , , , , , , , , , , ,3,6,11,7, ,7,6,5,8,7,6, ,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,7,8, , , , , , ,1,9,2, ,1,8,3,1,3, ,1,6,95,4, ,2,3,4,2,1.667444,0
50100633,20050128,1,15,3, ,3,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,22, , ,7,8,8,8,6,8,8,5,7,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,7, , , , , , ,2, ,2, ,1,1,1,2,3, ,6, ,4,4, ,4,1,5,2,1.576317,1
50100638,20050128,2,15,4, ,4,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,27,41, ,7,8,9,7,10,7,10,10,9,8,10,10,9,9,9,10,10,10,10,10,1, , , , , , , , , , , , ,1,7,6, ,8,5, , , , , , ,2, ,2, ,1,1,1,2,1,3, , ,4,4, ,5,1,2,4,1.490728,1
50100666,20050128,2,1,2, ,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,144, , ,8,8,8,6,7,8,7,10,6,6, , , , , , , , , , , , , , , , , , , , , , , ,1,6,5, ,6,5, , , , , , ,2, ,1,5,1,1,2,1,3,3, , ,5,5, ,2,1,5,5,.943426,1
50100672,20050128,2,2,5, ,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,7, , , , , , , , , , , , ,1,29,1,5, ,8,8,3,6,5,6, ,7,8, ,1,1,151, , ,10,9,10,7,10,9,6,8,8,9, , , , , , , , , , , , , , , , , , , , , , , ,1,5,8, ,8,5, , , , , , ,2, ,2, ,1,2,2,1,3, ,1, ,3,4, ,2,1,3,7,.633784,0
50100682,20050128,2,12,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,492,253, ,10,10,10,9,8,9,9,9,9,7,8,9,9,9,7,9,9,6,8,6,1, , , , , , , , , , , , ,1,7,8, ,8,7, , , , , , ,1,9,1,8,1,2,2,1,3, ,6, ,3,4, ,1,3,4,4,.396987,0
50100630,20050129,2,1,20, ,0,10,0,10,0,0,0,5,0,5,10,0,10,10,0,0,0,0,10,8, , , , , , , , , , , , ,4,1,11,10, ,8,9,7,10,10,7, ,8,10, ,4,2,8,49, ,8,10,8,9,9,8,8,8,9,9,10,10,10,10,9,7,6,8,9,6,1, , , , , , , , , , , , ,1,10,7, ,8,7, , , , , , ,1,9,2, ,1,2,2,2,3, ,2, ,4,4, ,1,2,1,2,.943426,0
50100649,20050129,2,15,2, ,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,9,8, , , , , , , , , , , , ,1,8,7,9, ,9,9,9,10,10,97, ,9,10, ,1,1,29, , ,10,9,10,7,10,10,10,10,10,9, , , , , , , , , , , , , , , , , , , , , , , ,1,10,8, ,9,9, , , , , , ,2, ,1,10,1,4,1,2,2, ,6, ,4,4, ,1,3,1,97,1.309106,1
50100650,20050129,2,15,13, ,13,0,0,0,0,0,0,2,3,6,2,0,0,10,1,0,0,2,7,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,17, , ,8,8,8,10,8,8,5,10,8,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,7,9, , , , , , ,1,9,1,6,1,8,1,1,3, ,9, ,4,5, ,2,3,5,2,1.309106,1
50100657,20050129,2,15,3, ,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3, , ,8,7,7,8,7,7,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,4, , , , , , ,2, ,2, ,1,4,1,1,3,3, , ,5,4, ,5,2,4,3,1.490728,1
50100659,20050129,1,15,1, ,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,7, , , , , , , , , , , , ,1,6,25,9,8,8,8,8,8,9,6, ,6,8, ,1,1,123, , ,8,8,9,9,9,97,8,9,9,97, , , , , , , , , , , , , , , , , , , , , , , ,1,8,4, ,9,8, , , , , , ,2, ,1,7,1,1,1,1,2, ,10, ,4,5, ,3,1,1,7,1.576317,0
50100662,20050129,2,15,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,41, , ,8,7,6,5,2,4,9,7,7,7, , , , , , , , , , , , , , , , , , , , , , , ,1,7,7, ,7,8, , , , , , ,2, ,2, ,1,4,1,1,3, ,9, ,4,3, ,2,1,2,2,1.309106,0
50100625,20050130,2,17,6, ,4,2,0,0,0,0,0,2,0,4,0,0,4,0,0,2,0,0,9,4, , , , , , , , , , , , ,1,4,20,8, ,8,8,8,10,7,97, ,97,9, ,1,1,251, , ,9,10,9,10,9,9,9,6,5,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,9,8, , , , , , ,2, ,2, ,1,1,2,1,1, ,5, ,4,5, ,4,1,4,9,.1745,0
50100634,20050130,2,15,6, ,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,19,8,49,8,4,3,2,4,6,3,8,8,5,5,4,3,2,2,3,3,8,7,4,2,6,6,6,6,4,7,4,9,8,5,2, ,1,5,2, ,6,1, , , , , , ,1,4,2, ,3,3,1,2,3, ,10, ,5,4, ,4,1,5,5,1.048396,1
50100678,20050130,1,9,6, ,0,0,0,0,6,0,0,0,1,0,5,0,6,0,0,0,0,0,4,3,4,5, ,7,2,9,9,8,9,10, , , , , , , , , , , , , , , , , ,4,1,239, , ,8,8,6,9,6,9,8,10,9,8, , , , , , , , , , , , , , , , , , , , , , , ,1,8,8, ,6,7, , , , , , ,1,7,1,8,1,1,2,1,2, ,5, ,4,4, ,3,1,3,8,.570033,0
50100689,20050131,2,15,4, ,3,0,0,1,0,0,0,2,0,0,0,2,0,4,0,0,0,0,9,7, , , , , , , , , , , , ,5,9,11,9, ,10,10,10,10,10,5,2,97,9, ,1,1,49, , ,7,9,10,10,8,8,10,9,9,7, , , , , , , , , , , , , , , , , , , , , , , ,1,7,7, ,9,8, , , , , , ,2, ,1,8,1,1,1,2,3, ,3, ,5,4, ,1,3,1,97,1.309106,1
